job_id,title,company,Programming Languages,Required Software / Tools,Language Requirements,Experience Level,Work Arrangement,Job Type,source,Location,active,Salary,first_seen,url,Education,last_seen
5208981,PHP programátor,EWORKS.sk s.r.o.,"PHP, TypeScript, SQL","Tailwind CSS, Vue.js, Laravel, GitHub",Slovak: C2,3-5 years,Home-Office,Full-time,Profesia,,False,2000 - 3000 EUR/mesiac,2026-01-04,https://www.profesia.sk/praca/eworks-sk/O5208981?search_id=839fd9bd-8542-48d8-a1f9-debcfd5a5fff,"High School with Diploma, Bachelor, Master, PhD",2026-01-26
5208915,Architekt IT bezpečnosti (m/ž),"Slovenské elektrárne, a.s.",,,,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,3000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/slovenske-elektrarne/O5208915?search_id=839fd9bd-8542-48d8-a1f9-debcfd5a5fff,,2026-01-25
5208914,Full-stack Java developer - Java & JavaScript (M/Ž),ČSOB Finančná skupina,"Java, JavaScript, XML, JSON, SQL, Camunda, BPMN, CSS, HTML","Spring, Angular, React, Vue, jUNIT, Mockito, Liferay, JBOSS",,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2200 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/csob-financna-skupina/O5208914?search_id=839fd9bd-8542-48d8-a1f9-debcfd5a5fff,,2026-01-21
5208866,IT Analytik/ Analytička Senior pre LAB Firemné financovanie,"Slovenská sporiteľňa, a.s.",,"JIRA, Confluence, SOAP/REST, XML, JSON, Kibana, SQL",,1-3 years,On-site,Full-time,Profesia,Bratislava,False,2800 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/slovenska-sporitelna/O5208866?search_id=9a9cf3ec-87e5-4a0e-8171-429bc11571ac,,2026-01-26
5208833,Senior IT Tester (Banking),"Asseco Central Europe, a.s.",,automated testing tool,,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,1800 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/asseco-central-europe/O5208833?search_id=9a9cf3ec-87e5-4a0e-8171-429bc11571ac,High School with Diploma,2026-01-21
5208805,Data Engineer - Frontend Developer,Lear Corporation,"TypeScript, JavaScript, Python",Palantir Foundry,,5+ years,On-site with home office,Full-time,Profesia,Trnava,False,3200 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/lear-corporation/O5208805?search_id=4708f0b7-6846-46d8-be11-151338aa0048,,2026-02-26
5208780,AI Solution Architect,"Asseco Central Europe, a.s.",Python,"TensorFlow, PyTorch, AWS, GCP, Azure, LangChain, RAG",,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,3000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/asseco-central-europe/O5208780?search_id=4708f0b7-6846-46d8-be11-151338aa0048,High School with Diploma,2026-01-21
5208738,Fullstack Blockchain Developer (Remote),"ACEQES, s.r.o.","ReactJS, Blockchain",,English: B2,3-5 years,Home-Office,Full-time,Profesia,Práca z domu,False,25 EUR/hod.,2026-01-04,https://www.profesia.sk/praca/aceqes/O5208738?search_id=5c405404-e586-4277-a736-d9dbd41646b4,vysokoškolské II. stupňa,2026-01-21
5208268,Automatizovaný Tester,TechTalent s. r. o.,"JAVA, Typescript","REST-Assured, Kafka, GitLab, Docker, IntelliJ IDEA, Aqua, XML/XSD, Playwright, Cucumber/BDD, SOAP, Postman, Jira, Spira",,1-3 years,Hybrid,Full-time,Profesia,Bratislava,False,4000 - 5600 EUR/mesiac,2026-01-04,https://www.profesia.sk/praca/techtalent/O5208268?search_id=9d0d422a-8960-4dd7-a3c9-eb2eb08fa459,High School with Diploma,2026-01-21
5208665,Product Manager – Intelligent Learning Solutions (Košice),Deutsche Telekom Services Europe Slovakia s.r.o.,,,English: C1,5+ years,Hybrid,Full-time,Profesia,Košice,False,2700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5208665?search_id=9d0d422a-8960-4dd7-a3c9-eb2eb08fa459,Master,2026-01-21
5208664,Product Manager – Intelligent Learning Solutions (Bratislava),Deutsche Telekom Services Europe Slovakia s.r.o.,,,English: C1,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,2700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5208664?search_id=9d0d422a-8960-4dd7-a3c9-eb2eb08fa459,Master,2026-01-21
5208663,Product Manager – Employee Experience (Košice),Deutsche Telekom Services Europe Slovakia s.r.o.,,,English: C1,5+ years,Hybrid,Full-time,Profesia,Košice,False,2500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5208663?search_id=9d0d422a-8960-4dd7-a3c9-eb2eb08fa459,Master,2026-01-21
5208666,Product Manager – Employee Experience  (Bratislava),Deutsche Telekom Services Europe Slovakia s.r.o.,,,English: C1,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,2500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5208666?search_id=9d0d422a-8960-4dd7-a3c9-eb2eb08fa459,Master,2026-01-21
5208655,Data Scientist,Deutsche Telekom Services Europe Slovakia s.r.o.,"Python, R, SQL","AWS, Azure, Google Cloud, Hadoop, Spark, SAP, Oracle, JIRA, CAPE",English: C1,3-5 years,On-site,Full-time,Profesia,Bratislava,False,2700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5208655?search_id=9d0d422a-8960-4dd7-a3c9-eb2eb08fa459,Bachelor,2026-01-21
5208654,Data engineer for process mining,Deutsche Telekom Services Europe Slovakia s.r.o.,"Python, R, SQL","Celonis, JIRA, CAPE, JIRA@BR, SAP, Oracle, AWS, Azure, Google Cloud, Hadoop, Spark",English: C1,3-5 years,On-site,Full-time,Profesia,Bratislava,False,2700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5208654?search_id=9d0d422a-8960-4dd7-a3c9-eb2eb08fa459,Bachelor,2026-01-21
5208632,Data Analyst Junior,BONARD,,"Microsoft Excel, Microsoft PowerPoint, Microsoft Access, Tableau",English: C1,0-1 years,Hybrid,Full-time,Profesia,Bratislava,False,1600 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/bonard/O5208632?search_id=9d0d422a-8960-4dd7-a3c9-eb2eb08fa459,"Bachelor, Master",2026-01-21
5208546,Product Owner / Product Manager,Brightpick s. r. o.,,"ChatGPT, Gemini","English: C1, Slovak: C1",3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,3000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/brightpick/O5208546?search_id=8fe12613-519c-40f2-be94-a292d49330c9,Master,2026-01-13
5208545,Senior Project Manager / Project Engineer (Static Equipment),Brightpick s. r. o.,,,"English: C1, Slovak: C2",5+ years,Hybrid,Full-time,Profesia,Bratislava,False,2500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/brightpick/O5208545?search_id=8fe12613-519c-40f2-be94-a292d49330c9,Master,2026-02-22
5208515,Senior IT Analytik pre oblasť Healthcare,"Asseco Central Europe, a.s.",,"Enterprise Architect Sparx, CASE tools, UML",,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/asseco-central-europe/O5208515?search_id=8fe12613-519c-40f2-be94-a292d49330c9,High School with Diploma,2026-01-16
5208514,Programátor Oracle PL/SQL (Banking),"Asseco Central Europe, a.s.","PL/SQL, SQL",Oracle,,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/asseco-central-europe/O5208514?search_id=8fe12613-519c-40f2-be94-a292d49330c9,High School with Diploma,2026-01-16
5197632,DevOps Engineer Professional for Open Sovereign Cloud,Deutsche Telekom IT Solutions Slovakia,"Golang, Python, Bash","Kubernetes, ELK, Prometheus, Grafana, Ansible, Terraform, Puppet, Jenkins, GitLab","English: C1, German: B2",5+ years,On-site with home office,Full-time,Profesia,Košice,True,3800 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5197632?search_id=8fe12613-519c-40f2-be94-a292d49330c9,Master,2026-03-25
5197626,DevOps Engineer Professional for Cloud Application Operation,Deutsche Telekom IT Solutions Slovakia,,Kubernetes,,,On-site with home office,Full-time,Profesia,Košice,False,3800 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5197626?search_id=8fe12613-519c-40f2-be94-a292d49330c9,,2026-03-22
5197422,Windows Architect with German,Deutsche Telekom IT Solutions Slovakia,"PowerShell, Terraform","Microsoft Windows Server, Microsoft Azure Active Directory, NFS",German: B2,3-5 years,Home-Office,Full-time,Profesia,Košice,False,2050 - 3100 EUR/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5197422?search_id=8fe12613-519c-40f2-be94-a292d49330c9,,2026-03-01
5197420,Cloud Architect (Consultant) Azure & M365 with German,Deutsche Telekom IT Solutions Slovakia,,"Microsoft Azure, M365",German: B2,1-3 years,Home-Office,Full-time,Profesia,,True,2050 - 3100 EUR/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5197420?search_id=8fe12613-519c-40f2-be94-a292d49330c9,Bachelor,2026-03-25
5197399,Senior DevOps Engineer for Open Sovereign Cloud,Deutsche Telekom IT Solutions Slovakia,"Bash, Python","Kubernetes, Docker, Git, Jenkins, GitLab, Maven, Gradle, Ansible, Terraform, Puppet, ELK, Prometheus, Icinga, Jaeger, Grafana, AWS, Azure",English: B2,3-5 years,On-site with home office,Full-time,Profesia,Košice,False,2600 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5197399?search_id=8fe12613-519c-40f2-be94-a292d49330c9,Master,2026-02-22
5208474,Špecialista IT podpory/L1 Support,Datapac s.r.o.,,"Windows server, HyperV, LAN/WAN, Microsoft SQL Server, Android","English: B2, Slovak: C2",,Hybrid,Full-time,Profesia,Bratislava,True,1500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/datapac/O5208474?search_id=8fe12613-519c-40f2-be94-a292d49330c9,High School with Diploma,2026-03-25
5208449,Senior Data Analyst,Orange Business,Python,"Power BI, Tableau, QlikSense, QlikView, Looker, GIT, GitLab, Sourcetree, SFDC",English: C1,5+ years,On-site with home office,Full-time,Profesia,Bratislava,True,2410 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/orange-business/O5208449?search_id=013eab75-3abb-4187-8abe-9c5baa93e7a8,"Bachelor, Master, PhD",2026-03-25
5208442,"Java (AI) developer, 300 až 350€ / MD","TITANS freelancers, s.r.o.","Java, Spring Boot","Claude Code, Gemini CLI, GitHub Copilot, Apache Kafka, Siebel, Salesforce",English: B2,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,6000 - 7000 EUR/mesiac,2026-01-04,https://www.profesia.sk/praca/titans-freelancers/O5208442?search_id=013eab75-3abb-4187-8abe-9c5baa93e7a8,"High School with Diploma, Bachelor, Master, PhD",2026-01-21
5208390,CTO / Lead Architect (Java 21 + Spring Boot 3) to innovate Energy & Mobility,Wattiva a.s.,"Java 21, Spring Boot 3.x, Kotlin, Python","Docker, MongoDB, Linux, CI/CD, GitHub Actions","English: B2, Slovak: B2",5+ years,On-site,Full-time,Profesia,Bratislava,False,5000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/wattiva/O5208390?search_id=013eab75-3abb-4187-8abe-9c5baa93e7a8,High School with Diploma,2026-01-21
5208413,Application Manager,Swiss Re,"Python, Power BI, SQL, Angular, TypeScript, JavaScript","Palantir Foundry, Microsoft Azure",English: B2,2+ years,Hybrid,Full-time,Profesia,Bratislava,False,2200 - 3700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/swiss-re/O5208413?search_id=013eab75-3abb-4187-8abe-9c5baa93e7a8,"Bachelor, Master, PhD",2026-01-21
5208411,Senior Java Engineer,Swiss Re,"Java, Spring Boot","Spring framework, REST API, PostgreSQL",English: B2,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,3800 - 6300 EUR/month,2026-01-04,https://www.profesia.sk/praca/swiss-re/O5208411?search_id=013eab75-3abb-4187-8abe-9c5baa93e7a8,"Bachelor, Master, PhD",2026-01-25
5084803,Java Fullstack Engineer,Swiss Re,"Java, Angular, React JS","Sprint Core, Spring MVC",English: B2,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,2700 - 4500 EUR/month,2026-01-04,https://www.profesia.sk/praca/swiss-re/O5084803?search_id=013eab75-3abb-4187-8abe-9c5baa93e7a8,"Bachelor, Master, PhD",2026-01-06
5208399,Product Owner,"ABB Solutions Slovakia, s. r. o.",Java,"Jira, Microsoft Teams, Excel, AWS","English: B2, Slovak: B2",3-5 years,Hybrid,Full-time,Profesia,Košice,False,3400 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/abb-solutions-slovakia/O5208399?search_id=013eab75-3abb-4187-8abe-9c5baa93e7a8,"High School with Diploma, Bachelor, Master",2026-01-21
5208374,Frontend Developer,Svx s.r.o.,"TypeScript, CSS3, HTML5, JavaScript","React Hooks, Next JS, Rest API, Tailwind CSS",,,Home-Office,Full-time,Profesia,,False,3000 - 4000 EUR/mesiac,2026-01-04,https://www.profesia.sk/praca/svx/O5208374?search_id=013eab75-3abb-4187-8abe-9c5baa93e7a8,High School with Diploma,2026-01-21
5208361,DevOps Engineer,Insignia Lifestyle Services s. r. o.,"Python, Bash, PowerShell","Terraform, ARM templates, Bicep, GitLab, Azure DevOps, GitHub Actions, Ansible, Docker, Kubernetes, MS SQL, MySQL, MongoDB, Redis, RabbitMQ, Apache Kafka, Prometheus, Grafana, Azure Monitor, ELK, Site24x7, Azure AD, ADFS, Windows Server, Active Directory",English: C1,3-5 years,Home-Office,Full-time,Profesia,Bratislava,False,3500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/insignia-lifestyle-services/O5208361?search_id=013eab75-3abb-4187-8abe-9c5baa93e7a8,"Follow-up/Higher Professional Education, University education (Bachelor's degree), University education (Master's degree)",2026-01-21
5208357,SAP BW/4 Senior Consultant (m/f/d),"LEONI Wiring Systems Slovakia, spol. s r.o.","ABAP, SQL","SAP BW/4HANA, SAP Analysis for Microsoft Office, SAP HANA Modeler, BW Modeling, BW/4HANA, SAP Analytics Cloud",English: B2,5+ years,On-site with home office,Full-time,Profesia,Dubnica nad Váhom,False,3000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/leoni-wiring-systems-slovakia/O5208357?search_id=013eab75-3abb-4187-8abe-9c5baa93e7a8,Master,2026-01-21
5177703,Pripoj sa k TOP hráčovi na trhu ako Projektový Manažér a ovplyvni budúcnosť zabezpečovacích technológií v Českej republike!,TSS Group a. s.,,,"Český jazyk: C2, Anglický jazyk: B2",5+ years,On-site with home office,Full-time,Profesia,"Trenčiansky kraj, Česko",False,2500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/tss-group/O5177703?search_id=617b20ac-1073-4ca1-8306-c4523b824969,"High School with Diploma, Bachelor, Master",2026-01-21
5208304,Solution Architects MES (remote work),Bekaert,,"Apriso MES, Dassault",English: C1,5+ years,On-site with home office,Full-time,Profesia,Hlohovec,False,2850 EUR/month,2026-01-04,https://www.profesia.sk/praca/bekaert/O5208304?search_id=617b20ac-1073-4ca1-8306-c4523b824969,"Bachelor, Master",2026-01-16
5208299,Sr. Business Operations Manager (WW Education),Lenovo (Slovakia) s.r.o.,,"Excel, PowerPoint, Power BI",English: B2,3-5 years,On-site with home office,Full-time,Profesia,Bratislava,False,4250 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/lenovo-slovakia/O5208299?search_id=617b20ac-1073-4ca1-8306-c4523b824969,Bachelor,2026-02-28
5208278,C++ Programmer for Robotic Systems,Brightpick s. r. o.,"C++, Python, BASH","GitHub, Jira, VS Code, ROS","English: B2, Slovak: C2",1-3 years,Hybrid,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/brightpick/O5208278?search_id=617b20ac-1073-4ca1-8306-c4523b824969,Bachelor,2026-01-21
5208264,"Account Manager - Telco, US hours","NATEK SLOVAKIA, s.r.o.",,,English: C1,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/natek-slovakia/O5208264?search_id=617b20ac-1073-4ca1-8306-c4523b824969,"Bachelor, Master, PhD",2026-01-21
5208240,Senior IT Solution Designer,Deutsche Telekom Services Europe Slovakia s.r.o.,"Groovy, JavaScript","Jira, Confluence, Camunda","German: C1, English: B2",3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,3000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5208240?search_id=617b20ac-1073-4ca1-8306-c4523b824969,Bachelor,2026-01-16
5208239,Senior IT Solution Designer (Košice),Deutsche Telekom Services Europe Slovakia s.r.o.,"Groovy, JavaScript","Jira, Confluence, Camunda","German: C1, English: B2",3-5 years,Hybrid,Full-time,Profesia,Košice,False,3000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5208239?search_id=617b20ac-1073-4ca1-8306-c4523b824969,Bachelor,2026-02-20
5208233,Lead .NET Software Engineer,Siemens Slovensko,"C#, .NET",CI/CD,English: B2,5+ years,Hybrid,Full-time,Profesia,Košice,True,3000 EUR brutto /month,2026-01-04,https://www.profesia.sk/praca/siemens-slovensko/O5208233?search_id=617b20ac-1073-4ca1-8306-c4523b824969,Bachelor,2026-03-25
5208230,Senior Information Security Professional,Siemens Slovensko,,,English: B2,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,3500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/siemens-slovensko/O5208230?search_id=617b20ac-1073-4ca1-8306-c4523b824969,Bachelor,2026-02-12
5208229,Senior Information Security Professional,Siemens Slovensko,,,English: B2,5+ years,Hybrid,Full-time,Profesia,Žilina,False,3500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/siemens-slovensko/O5208229?search_id=617b20ac-1073-4ca1-8306-c4523b824969,Bachelor,2026-02-12
5208216,GDC team leader for ServiceNow,Siemens Slovensko,,ServiceNow,English: B2,5+ years,Hybrid,Full-time,Profesia,Košice,False,3000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/siemens-slovensko/O5208216?search_id=617b20ac-1073-4ca1-8306-c4523b824969,Master,2026-02-26
5208214,GDC team leader for ServiceNow,Siemens Slovensko,,ServiceNow,English: B2,5+ years,Hybrid,Full-time,Profesia,Žilina,False,3000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/siemens-slovensko/O5208214?search_id=617b20ac-1073-4ca1-8306-c4523b824969,Bachelor,2026-02-26
5208194,Identity Management Business Analyst,"Inalogy, a.s.",,,"English: C1, German: B2",3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2750 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/inalogy/O5208194?search_id=617b20ac-1073-4ca1-8306-c4523b824969,Bachelor,2026-01-21
5208190,"Hlavný štátny radca - Technik počítačových sietí a systémov (Bratislava, Nitra, Banská Bystrica, Žilina, Košice, Spiššká Nová Ves)",Slovenská inšpekcia životného prostredia,,,Slovak: C2,,On-site with home office,Full-time,Profesia,Bratislava,False,1429 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/slovenska-inspekcia-zivotneho-prostredia/O5208190?search_id=617b20ac-1073-4ca1-8306-c4523b824969,Bachelor,2026-02-09
5208026,Full Stack Developer,NewTide Slovakia s. r. o.,"React, .NET, C#, Node.js, TypeScript, JavaScript, SQL","AI tools, IDE's, assistants",English: B2,5+ years,On-site with home office,Full-time,Profesia,Košice,True,2000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/newtide-slovakia/O5208026?search_id=617b20ac-1073-4ca1-8306-c4523b824969,"High School with Diploma, Bachelor, Master, PhD",2026-03-25
5208181,Junior Identity Management Engineer,"Inalogy, a.s.","Java, XML","midPoint, Active Directory, LDAP",English: B2,0-1 years,Hybrid,Full-time,Profesia,Bratislava,False,1700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/inalogy/O5208181?search_id=34e8df6f-cfb8-4536-8650-66f747311f8a,Bachelor,2026-02-22
5208161,Service Designer/ka,Magistrát hlavného mesta SR Bratislavy,,,,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2200 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/magistrat-hlavneho-mesta-sr-bratislavy/O5208161?search_id=34e8df6f-cfb8-4536-8650-66f747311f8a,Bachelor,2026-01-06
5207067,Junior systémový inžinier pre staničné informačné systémy,Siemens Slovensko,,,English: B2,,Hybrid,Full-time,Profesia,Žilina,False,1500 EUR/mesiac,2026-01-04,https://www.profesia.sk/praca/siemens-slovensko/O5207067?search_id=34e8df6f-cfb8-4536-8650-66f747311f8a,"Bachelor, Master, PhD",2026-01-26
