Tool / Technology,Profesia,Profession,CVOnline,Total
CRM systems,1,0,0,1
SendGrid,0,1,0,1
Sendmail/Postfix,1,0,0,1
Sentinel,1,0,0,1
SentinelOne,0,0,1,1
CRM tools and Microsoft 365,0,1,0,1
Sentry.io,1,0,0,1
CRM-Tools,0,1,0,1
Server Sent Events,1,0,0,1
CRMs,0,1,0,1
Serverless,1,0,0,1
Serversysteme,1,0,0,1
CS,1,0,0,1
Service Bus for event-driven patterns,0,1,0,1
Service Cloud,0,1,0,1
Service Cloud),0,1,0,1
Service Managment,1,0,0,1
CS fixer,1,0,0,1
CSR,0,1,0,1
CSS-in-JS,1,0,0,1
CSS. AGILE,0,1,0,1
CST Studio Suite,0,1,0,1
CTMS (Clinical Trial Management System),1,0,0,1
CUDA13,1,0,0,1
CWL,0,1,0,1
Cadence (software for integrated circuit development),1,0,0,1
ServiceNow IRM or SecOps,1,0,0,1
ServiceNow ITSM platform,1,0,0,1
ServiceNow ITSM rendszer,0,1,0,1
ServiceNow Platform,1,0,0,1
CallCabinet,1,0,0,1
Services,1,0,0,1
Servisne orientovana architektura (Web API,1,0,0,1
Session Border Controllers (AudioCodes and Ribbon),1,0,0,1
Camunda BPM,1,0,0,1
Camunda modeler,1,0,0,1
SharePoint on-premise,1,0,0,1
SharePoint online,1,0,0,1
Canva Pro,1,0,0,1
SharePoint-based platforms,0,1,0,1
Canvas,1,0,0,1
Capacitor JS,1,0,0,1
Caplena,0,1,0,1
Sheets,1,0,0,1
Shell,1,0,0,1
Shell Scripting,0,1,0,1
Shell scripting,1,0,0,1
Shell/Bash,0,0,1,1
Captivate,0,1,0,1
CeApp,1,0,0,1
Shopify),1,0,0,1
Shoprenter,0,1,0,1
Shoprenter rendszer,0,0,1,1
CentOS,1,0,0,1
Shoptet Premium,1,0,0,1
Shopware,1,0,0,1
Sidekiq,1,0,0,1
Ceph or NetApp storage solutions,1,0,0,1
Siemens,1,0,0,1
Siemens Building Technologies,1,0,0,1
Siemens NX CAD/CAM,1,0,0,1
Siemens Opcenter,0,0,1,1
Siemens SIMATIC product families,0,1,0,1
Cert Manager,1,0,0,1
Siemens TIA Portál,0,1,0,1
Siemens Teamcenter PLM Software,0,1,0,1
Siemens and Atlassian toolchain,0,1,0,1
Siemens controllers,0,1,0,1
Sign in with Apple),0,0,1,1
Certificate Authorities (CAs),0,0,1,1
Chai,1,0,0,1
Simatic Step7,0,1,0,1
Simatic WinCC,1,0,0,1
Simulink,0,1,0,1
Change Data Capture,0,1,0,1
Change Data Capture (CDC),1,0,0,1
Sitecore WCMS,1,0,0,1
Siteimprove,1,0,0,1
Change Management,1,0,0,1
SkiaSharp,1,0,0,1
Skymetrix,0,1,0,1
Change Sets,1,0,0,1
Slides,1,0,0,1
Change a Problem Management,1,0,0,1
SmartForms,1,0,0,1
SmartRecruiters,0,1,0,1
Smartsheet,1,0,0,1
Snakemake,0,1,0,1
Cherwell,0,1,0,1
Chromatic,1,0,0,1
Chrome Extensions (Manifest V3),1,0,0,1
CircleCI,0,0,1,1
SoapUI/Postman,1,0,0,1
Social login (Google Sign-In,0,0,1,1
Softip Profit,1,0,0,1
Software Development,0,1,0,1
Software/Tool: Ansible,1,0,0,1
Cisco ACI,1,0,0,1
Software/Tool: CI/CD Pipelines (GitLab / Bitbucket),1,0,0,1
Software/Tool: Cisco,1,0,0,1
Cisco Certified Network Associate (CCNA),1,0,0,1
Cisco Certified Network Professional (CCNP),1,0,0,1
Software/Tool: Docker,1,0,0,1
Software/Tool: GIT,1,0,0,1
Software/Tool: Helm,1,0,0,1
Software/Tool: Hostware,0,1,0,1
Software/Tool: Huawei,1,0,0,1
Cisco Firewalls (ASA/Firepower),1,0,0,1
Software/Tool: Jenkins,1,0,0,1
Software/Tool: Jira,1,0,0,1
Software/Tool: Junit,1,0,0,1
Cisco IOS XR,1,0,0,1
Software/Tool: LabVIEW Core 1 & 2,1,0,0,1
Software/Tool: Linux administrácia (RHEL),1,0,0,1
Software/Tool: Lucidchart,1,0,0,1
Software/Tool: Maria DB,1,0,0,1
Software/Tool: Medworks,0,1,0,1
Cisco IronPort (ESA),1,0,0,1
Software/Tool: Microsoft Office,1,0,0,1
Software/Tool: Microsoft Outlook,1,0,0,1
Software/Tool: Microsoft Power BI,1,0,0,1
Software/Tool: Microsoft PowerPoint,1,0,0,1
Software/Tool: Microsoft Word,1,0,0,1
Software/Tool: MikroTik RouterOS,1,0,0,1
Software/Tool: Monitoring (Grafana),1,0,0,1
Software/Tool: Openshift,1,0,0,1
Software/Tool: Podman,1,0,0,1
Software/Tool: Profinet,1,0,0,1
Software/Tool: Qt,1,0,0,1
Software/Tool: Red Hat OpenShift,1,0,0,1
Software/Tool: Salesline,0,1,0,1
Software/Tool: SolidWorks Electrical,1,0,0,1
Software/Tool: Vaadin,1,0,0,1
Software/Tool: Visio,1,0,0,1
Solana,0,0,1,1
SolarWinds,0,1,0,1
Solarwinds,1,0,0,1
Cisco MDS,1,0,0,1
Cisco Meraki,1,0,0,1
Solidity/EVM,0,1,0,1
Cisco WSA,1,0,0,1
Cisco WSA),1,0,0,1
Cisco Webex,0,1,0,1
Cisco network device configurations,1,0,0,1
Cisco prime,1,0,0,1
SonarLint,0,1,0,1
Cisco switching,1,0,0,1
SonarQube / SonarLint,0,1,0,1
SonarQube ELK Stack (Elasticsearch,1,0,0,1
SonarQube),1,0,0,1
Cisco/Meraki LAN,1,0,0,1
Sonatype Nexus Repository,1,0,0,1
Citrix,1,0,0,1
Sophos Intercept X,1,0,0,1
Sophos SG/XG Firewalls,1,0,0,1
Source Control (Git),1,0,0,1
Citrix Cloud,1,0,0,1
Citrix Virtual Apps and Desktops,1,0,0,1
Spartacus,0,0,1,1
Citrix virtualizačnou platformou,1,0,0,1
Sparx Enterprise Architekt,1,0,0,1
SpecFlow,1,0,0,1
Speciális fogtechnikai számítógépes program,0,0,1,1
Spectrum Power™,1,0,0,1
Spine,1,0,0,1
Spine animations,1,0,0,1
Claude Anthropic,1,0,0,1
Claude code,1,0,0,1
Splunk Enterprise,1,0,0,1
Cleafy,1,0,0,1
Spotlight on SQL Server,1,0,0,1
Clean Architecture principles and Mediator pattern (MediatR or equivalent),0,1,0,1
ClearCase,1,0,0,1
Spring Boot (Web,1,0,0,1
ClickHouse,1,0,0,1
Clockify,1,0,0,1
Spring Data,0,1,0,1
Spring Data JPA,1,0,0,1
Spring Ecosystem (Boot,1,0,0,1
Cloud (AWS/GCP),1,0,0,1
Spring JPA,0,1,0,1
Spring MVC/WebFlux,1,0,0,1
Cloud (SaaS),0,1,0,1
Spring WebFlux,1,0,0,1
Cloud Composer,1,0,0,1
Cloud Composer/Airflow,1,0,0,1
Cloud DATABASES,0,1,0,1
Cloud Deployment Manager,1,0,0,1
Správa mobilných zariadení cez Android Knox,1,0,0,1
Správa serverov (patch management),1,0,0,1
Squish,0,1,0,1
Star schema,0,1,0,1
Stargate Customer 360,1,0,0,1
State-of-the-Art-Tools,0,0,1,1
Statistical tools,1,0,0,1
StatsD,0,1,0,1
Cloud ELT/ETL,1,0,0,1
Sterling,0,0,1,1
Stitches,1,0,0,1
Cloud LMS stack (Elasticsearch,1,0,0,1
Cloud Monitoring tools,1,0,0,1
Storage,0,0,1,1
StoreKit),0,0,1,1
Cloud Native Buildpacks,1,0,0,1
StoryBook,0,1,0,1
Storyboards,0,0,1,1
Cloud SQL,1,0,0,1
Cloud Security,0,1,0,1
Cloud Services - Azure,1,0,0,1
Streams,1,0,0,1
Structure Manager,1,0,0,1
Structurizr,1,0,0,1
Studio,1,0,0,1
Cloud Storage,1,0,0,1
Cloud computing,1,0,0,1
Subnet Mask,1,0,0,1
Cloud infrastructure,1,0,0,1
Substrate,0,0,1,1
Cloud or hybrid infrastructures,0,1,0,1
Subversion (SVN),1,0,0,1
Cloud platforms (AWS,1,0,0,1
SuccessFactors/Integration to SAP HCM,0,1,0,1
Sun Solaris,1,0,0,1
Supertest,1,0,0,1
Supervisory control and data acquisition (SCADA),1,0,0,1
Cloud platforms: AWS or GCP,1,0,0,1
SvelteKit,1,0,0,1
Svn,0,1,0,1
Cloud services (S3,1,0,0,1
Swagger / OpenAPI,1,0,0,1
Swagger API,1,0,0,1
Swagger/OpenAPI,0,1,0,1
Cloud solutions,1,0,0,1
Swift,1,0,0,1
Swing,0,1,0,1
Switch connect,1,0,0,1
Sybase,0,1,0,1
Cloud technológiák,0,1,0,1
Symantec AV,1,0,0,1
Cloud-based data warehouse platforms,1,0,0,1
CloudIDP,1,0,0,1
CloudStack,1,0,0,1
Syndigo,1,0,0,1
CloudWatch),1,0,0,1
Synology NAS,1,0,0,1
SysML/UML,0,1,0,1
Cloudera,1,0,0,1
Sysprep (for custom OOBE),1,0,0,1
Cloudera DataLake technológiák (CDP,0,1,0,1
Szoftverkarbantartás,0,1,0,1
Cloudera/Hadoop,1,0,0,1
Cloudflare Workers,1,0,0,1
TABLEU,1,0,0,1
TCP/ IP,1,0,0,1
Cloudformation,1,0,0,1
Cloudfront,1,0,0,1
TDD / Unit testing,1,0,0,1
TEI Publisher,0,1,0,1
TEI XML,0,1,0,1
TERRAFORM,0,1,0,1
Cloudian,0,0,1,1
TEST AUTOMATION HARDWARE LINUX C PYTHON CI,0,1,0,1
TEST MANAGEMENT,0,1,0,1
ClusterAPI,0,1,0,1
Clustering,1,0,0,1
TESTING AGILE,0,1,0,1
TESTING AGILE CLEAN CODE REACT SCRUM HTML5 CSS SASS GIT,0,1,0,1
TESTING ANALYTICS API CLOUD,0,1,0,1
TESTING DATABASES,0,1,0,1
Code Reviews,1,0,0,1
TESTING MACHINE LEARNING ANALYTICS DATABASE PROJECT MANAGEMENT,0,1,0,1
TESTING PROJECT MANAGEMENT,0,1,0,1
TESTING PROJECT MANAGEMENT CHANGE MANAGEMENT,0,1,0,1
TESTING PYTHON C++,0,1,0,1
TESTING REGRESSION TESTING SOFTWARE TESTING CYPRESS Maestro,0,1,0,1
CodeIgniter 3,1,0,0,1
CodeRabbit,1,0,0,1
TFTP,1,0,0,1
Codebeamer,0,1,0,1
TIA portál,1,0,0,1
Cognex,0,1,0,1
TLS certificate automation,1,0,0,1
Collibra,1,0,0,1
TM modules,0,0,1,1
TMF620,0,1,0,1
TMF632),0,1,0,1
TMS (Transport Management System),0,0,1,1
TOAD,1,0,0,1
Commercial Data Manager (CDM) systém,1,0,0,1
TOMCAT,0,1,0,1
TR-069,0,1,0,1
TR-369,0,1,0,1
Components,1,0,0,1
Compose Multiplatform / Jetpack Compose,1,0,0,1
Computerized Maintenance Management System (CMMS),1,0,0,1
TSS,1,0,0,1
TSS trace,1,0,0,1
TWIG templating system,1,0,0,1
Conceptboard,0,1,0,1
Conda,1,0,0,1
Tableau),1,0,0,1
Conditional Access,1,0,0,1
Tachografov,1,0,0,1
Tag Manager,0,1,0,1
TailWindCSS,0,1,0,1
Conditional Access),0,1,0,1
Confluence alebo ekvivalent),1,0,0,1
Tailwind4,1,0,0,1
Confluence wiki,1,0,0,1
Confluence/Jira,1,0,0,1
ConnectWise,1,0,0,1
Console browser,1,0,0,1
Tanstack-Query,1,0,0,1
Tanstack-query,1,0,0,1
Tanstack/React-router,1,0,0,1
Contact Builder,0,1,0,1
Tanzu Kubernetes,1,0,0,1
Tardis,1,0,0,1
TargetProcess,1,0,0,1
Contact Centre solutions (Luware,1,0,0,1
Tauri,0,1,0,1
Tcl,0,1,0,1
Content Management System functionality,1,0,0,1
Continuous integration,1,0,0,1
Copilot),0,1,0,1
Teamcenter,0,0,1,1
Teamcenter RAC,1,0,0,1
Teamcenter X,0,1,0,1
Core Connectors,1,0,0,1
Teams Collaboration,1,0,0,1
Teams Enterprise Voice,1,0,0,1
Core Web Vitals,1,0,0,1
Tekton,1,0,0,1
Telefón,1,0,0,1
CorelDRAW,1,0,0,1
Cornerstone,0,1,0,1
Tenable,1,0,0,1
Tenable One,1,0,0,1
Cornerstone On Demand,0,1,0,1
Cosmos DB,1,0,0,1
TensorFlow/PyTorch,1,0,0,1
Counter Strike 1.6,1,0,0,1
Tenzir,1,0,0,1
Crashlytics),0,0,1,1
Terragrunt,1,0,0,1
Terragruntu,1,0,0,1
Tessy,1,0,0,1
Test Automation,0,1,0,1
Test Management,1,0,0,1
Test Plans),1,0,0,1
TestCafe,1,0,0,1
Crestron MTR,1,0,0,1
CrystalBridge,1,0,0,1
TestPlan),1,0,0,1
Custom data parsers for raw byte streams,1,0,0,1
Customer Data Platform (CDP),1,0,0,1
Customer Relationship Management (CRM),0,0,1,1
TexturePacker,1,0,0,1
Cybersecurity fundamentals,1,0,0,1
ThousandEyes,1,0,0,1
Cycognito,1,0,0,1
Ticketing system,0,0,1,1
Ticketsystem,0,0,1,1
Cypress / Playwright,1,0,0,1
Tokio,0,0,1,1
D365 F&O,0,1,0,1
DAOS),0,1,0,1
TorchVision,1,0,0,1
DATA DOG,0,1,0,1
DATABASE @SAP. SERVICE MANAGEMENT,0,1,0,1
TotalJS,1,0,0,1
Trade Manager,0,1,0,1
Traefik,1,0,0,1
DATABASE ANALYTICS,0,1,0,1
Travis,0,0,1,1
DATABASE FRONTEND,0,1,0,1
DATABASE SECURITY,0,1,0,1
DATABASE TESTING,0,1,0,1
DATABASE TROUBLESHOOTING,0,1,0,1
Tricentis Tosca Testsuite,1,0,0,1
Tririga,1,0,0,1
DATABASES ACCESS,0,1,0,1
DATABASES NOSQL DATABASE JAVA BACKEND AWS,0,1,0,1
TwinSAFE,0,1,0,1
DAX expressions,1,0,0,1
Type level libraries and ecosystem,1,0,0,1
DAX formulas,1,0,0,1
DB2,1,0,0,1
DB2 LUW,1,0,0,1
DB2 SQL DATABASE ITIL,0,1,0,1
DDN Exascaler Netapp E-Series,0,1,0,1
Typesense,1,0,0,1
U-Boot,0,1,0,1
DEBUGGING TEST MANAGEMENT,0,1,0,1
DELPHI,0,1,0,1
UAT BI,0,1,0,1
DEVOPS SECURITY TEST AUTOMATION,0,1,0,1
UBUNTU,0,1,0,1
DLP,1,0,0,1
UCS Manager,1,0,0,1
UDP),1,0,0,1
UFT,1,0,0,1
DLP/DSPM,0,1,0,1
DMN,1,0,0,1
DMO,1,0,0,1
DNA Control Center,1,0,0,1
UML – procesy,1,0,0,1
UML/EA,1,0,0,1
UNICA,1,0,0,1
DNS SECURITY ANALYTICS DATABASES DEBUGGING TROUBLESHOOTING,0,1,0,1
UNIX Shell scripting,1,0,0,1
UNIX/LX/Windows,1,0,0,1
DNS Security Access,0,1,0,1
UNIX/linux,1,0,0,1
URL Filtering,1,0,0,1
DNS/DHCP/Web server/ PROXMOX/VmWare,1,0,0,1
UX Design Tools,1,0,0,1
UX/UI Design,1,0,0,1
DOCKER C,0,1,0,1
Ubiquity,1,0,0,1
DOM,1,0,0,1
DORA,0,1,0,1
DPDK,0,1,0,1
DRP,1,0,0,1
Ubuntu) and Docker containers,1,0,0,1
DWH,1,0,0,1
DYNAMICS C,0,1,0,1
DYNAMICS ERP,0,1,0,1
DYNAMICS ERP C,0,1,0,1
DYNAMICS MSSQL BI ERP SQL ADATTÁRHÁZ BACKUP,0,1,0,1
UmiJS,1,0,0,1
Unas,0,1,0,1
Unica,1,0,0,1
DYNAMICS POWER BI,0,1,0,1
Unit Tests,1,0,0,1
DYNAMICS TROUBLESHOOTING,0,1,0,1
Unit testing (Vitest,1,0,0,1
Dagster or Apache Airflow,1,0,0,1
Unity 3D,1,0,0,1
Dalux,1,0,0,1
Universal Print,1,0,0,1
Data,1,0,0,1
Unix & Linux,1,0,0,1
Unix shell (Bash),0,1,0,1
Unix system,1,0,0,1
Data Bricks,0,1,0,1
Unix/Linux Server,1,0,0,1
Unix/Linux shell scripting,1,0,0,1
Data Import Wizard,1,0,0,1
Unreal Engine (ideally Unreal 5),0,1,0,1
Upgates,1,0,0,1
User Acceptance Testing (UAT),1,0,0,1
VAADIN,0,1,0,1
Data JPA,1,0,0,1
VBA (basic knowledge),1,0,0,1
VBA (optional),1,0,0,1
VBS,1,0,0,1
VBscript,1,0,0,1
VCS,1,0,0,1
VDI,0,0,1,1
VDM,0,1,0,1
VEEAM,1,0,0,1
VEEAM BACKUP and REPLICATOR,1,0,0,1
Data Lakes),1,0,0,1
Data Loader,1,0,0,1
Data Loss Prevention,1,0,0,1
VLAN,1,0,0,1
VLM,0,1,0,1
Data Vault,1,0,0,1
Data Visualization / BI,0,1,0,1
VMWare and Proxmox environments,1,0,0,1
Data ingestion and storage systems,0,1,0,1
VMware (ESXi,1,0,0,1
Data pipelines & DB,1,0,0,1
VMware Cloud Foundation 5.2 or later,1,0,0,1
Data-Tiering Optimization,1,0,0,1
DataBricks,1,0,0,1
VMware NSX,1,0,0,1
VMware Tanzu Kubernetes,1,0,0,1
VMware VKS,1,0,0,1
VMware and KVM,1,0,0,1
VMware products (vSphere,1,0,0,1
DataFactory,0,1,0,1
VMware vCenter Server,1,0,0,1
Database testing tools,0,1,0,1
VMware vSphere/ESXi,0,0,1,1
VNC,1,0,0,1
VNet,0,1,0,1
Databricks Notebooks,1,0,0,1
Databricks interfaces,1,0,0,1
VPN IPS,1,0,0,1
Dataflow,1,0,0,1
VPN),1,0,0,1
VPNs,1,0,0,1
Dataflow & Apache Beam.,1,0,0,1
Deadline,0,1,0,1
VS/Rider,1,0,0,1
VSCode,1,0,0,1
VTK,1,0,0,1
Debezium,1,0,0,1
Debian Linux op. rendszer,0,1,0,1
VUE.js,1,0,0,1
VUE3,1,0,0,1
Vaadin,1,0,0,1
Variables,1,0,0,1
Variants,1,0,0,1
Debugging,0,1,0,1
Vector,0,1,0,1
Vector Stores,1,0,0,1
Vector databases,1,0,0,1
Vectorcast,0,1,0,1
Defender,1,0,0,1
Defender for Cloud,1,0,0,1
Veeam Backup & Replication systems,1,0,0,1
Veeam Backup and Replication,1,0,0,1
Veeam Network,1,0,0,1
Defender for Endpoint,1,0,0,1
Veeva MedComms,1,0,0,1
Veeva Vault,1,0,0,1
Delivery),1,0,0,1
Vema system,1,0,0,1
Venafi,1,0,0,1
Vendor Management,1,0,0,1
Dell,1,0,0,1
Dell ME,1,0,0,1
Version Control,1,0,0,1
Version control system,0,0,1,1
Dell laptop root jogosultsággal,0,1,0,1
Vertex AI Agent Builder,1,0,0,1
Verziókezelő rendszerek (pl. GIT),0,1,0,1
Verziókövető rendszer (GIT),0,1,0,1
Video Conference Devices,1,0,0,1
Dell),1,0,0,1
Virtualization (containers,1,0,0,1
Virtualization - VMWare,1,0,0,1
Delphi 2010,1,0,0,1
Virtualizácia Hyper-V / VmWare,1,0,0,1
Virtualizácia serverov,1,0,0,1
Virtualizácia serverov - Základy,1,0,0,1
Virtualizácia: Proxmox,1,0,0,1
Denodo,0,0,1,1
Virtualizált környezet,0,1,0,1
Dependency Injection,1,0,0,1
Depot,1,0,0,1
DevExpress,1,0,0,1
Visio/Draw.io,1,0,0,1
Visual Basic,1,0,0,1
DevOps (CI,1,0,0,1
Visual Basic scripts,1,0,0,1
Visual Paradigm,1,0,0,1
DevOps (Kubernetes,1,0,0,1
DevOps automation (CI/CD),0,1,0,1
Visual Studio IDE,0,0,1,1
Visual Studio/ Visual Studio Code,1,0,0,1
DevOps),0,0,1,1
DevSecOps,1,0,0,1
Vite.js,1,0,0,1
Devin AI,1,0,0,1
Vitest/Cypress/Playwright,1,0,0,1
VoIP,0,1,0,1
VoIP technologies (SIP),1,0,0,1
VoIP technologies (SIP) and experience with SBC & PABX systems,1,0,0,1
Digital Signage,0,1,0,1
Digital Workplace,0,1,0,1
Vue/Nuxt,0,1,0,1
Direct Routing,1,0,0,1
VueUse Motion,1,0,0,1
Vuetify,1,0,0,1
Vulnerability management,1,0,0,1
Vulnerability management tools,0,0,1,1
Vulnerability scanners,1,0,0,1
DirectX,1,0,0,1
DirectX/OpenGL/Vulkan,0,1,0,1
Directory & Federation Services,1,0,0,1
WAF's,1,0,0,1
Distributed caching,1,0,0,1
Distributed tracing,0,1,0,1
WATERFALL,0,1,0,1
Docker & Containers,1,0,0,1
WCF),1,0,0,1
WDS,1,0,0,1
WE20),1,0,0,1
WE60,1,0,0,1
WE63,1,0,0,1
WEB API,0,1,0,1
WEB SERVICE,0,1,0,1
WEBAPI,0,1,0,1
WEBSERVICE,0,1,0,1
Docker (CaaS),1,0,0,1
WECI,1,0,0,1
WEKA,1,0,0,1
WFS/WMS Protocols,1,0,0,1
WIFI,0,1,0,1
WIN10,1,0,0,1
WIN11,1,0,0,1
Docker / Kubernetes,1,0,0,1
Docker Container,1,0,0,1
WINDOWS HARDWARE,0,1,0,1
WINDOWS IT SUPPORT,0,1,0,1
WIP),0,0,1,1
WIZ.io,1,0,0,1
Docker containerization,1,0,0,1
WLAN & WAN technologies,1,0,0,1
Docker/ Kubernetes,1,0,0,1
WMS,0,1,0,1
WMS Blue Yonder system,1,0,0,1
WMS BlueYonder (former JDA),1,0,0,1
WNF,1,0,0,1
WORD ACCESS,0,1,0,1
WORD EXCEL,0,1,0,1
Docker/Podman/OCI,1,0,0,1
WP Super Cache / W3 Total Cache,1,0,0,1
Docker: Basic,1,0,0,1
WS,1,0,0,1
WS (REST,1,0,0,1
WSDL),1,0,0,1
Dockerized in a Kubernetes environment,0,1,0,1
WSO2 API GW,1,0,0,1
BI/reporting tools (e.g.,1,0,0,1
WSUS),1,0,0,1
Wagmi,1,0,0,1
Wagtail CMS,1,0,0,1
Dokumentum sablon tesztek,0,1,0,1
Warehouse-Management-Systemen (WMS),0,0,1,1
WatchGuard,1,0,0,1
Domain Driven Design,1,0,0,1
Domain controller,1,0,0,1
Web CMS,1,0,0,1
Web Developer tools,1,0,0,1
Domino,1,0,0,1
Web IDE/BAS,0,1,0,1
Web browsers,0,1,0,1
Web sockets,1,0,0,1
Web technologies (PHP,1,0,0,1
WebDynpro,1,0,0,1
WebEx,1,0,0,1
WebGL,1,0,0,1
Doors Enterprise Architect,0,1,0,1
WebSharper,0,1,0,1
Downstream Portal tech stack: Java 8+,1,0,0,1
WebSocket Subscriptions,1,0,0,1
Draw.io,1,0,0,1
WebStorm,1,0,0,1
DrawIO,1,0,0,1
Dropwizard,1,0,0,1
Webflow/Framer,0,1,0,1
Weblogic,0,1,0,1
Dvojfaktorová a multifaktorová autentifikácia,1,0,0,1
Webpack/NX,1,0,0,1
Dyna Trace,1,0,0,1
Webservice,0,0,1,1
Dynamics AX,0,1,0,1
Wi-Fi technologies,0,1,0,1
Wiki,0,1,0,1
DynamoDB,1,0,0,1
E2E testing (Cypress,1,0,0,1
Wildfly,1,0,0,1
EAGLE,1,0,0,1
WinCC Advanced,1,0,0,1
WinRM,1,0,0,1
WinSCP,1,0,0,1
WinUI,1,0,0,1
EBICS server/protocol,1,0,0,1
Windows (client),1,0,0,1
EBS,0,1,0,1
EC2 Instances,1,0,0,1
ECK,1,0,0,1
Windows 11 - Expert,1,0,0,1
Windows 11 Pro,0,0,1,1
Windows 365,1,0,0,1
ECS,1,0,0,1
Windows 7-10,1,0,0,1
Windows ADK,1,0,0,1
ECS Margate/Fargate,1,0,0,1
Windows Azure,1,0,0,1
EDIFACT,0,0,1,1
Windows File Services,1,0,0,1
EDM,1,0,0,1
Windows Internals,1,0,0,1
Windows Linux Mobiltelefon Céges autó,0,1,0,1
Windows Machine Learning,0,1,0,1
Windows Network,0,1,0,1
EDR/XDR,1,0,0,1
Windows PowerShell,1,0,0,1
Windows Scripting,1,0,0,1
EIB,1,0,0,1
EIBs and calculated fields,1,0,0,1
Windows Server / IIS / Hyper-V,1,0,0,1
Windows Server 2012 R2,0,0,1,1
Windows Server 2012/2016,1,0,0,1
Windows Server 2016/2022/2025,1,0,0,1
ELB,1,0,0,1
Windows Virtual Desktop,1,0,0,1
ELK / Prometheus / Grafana,1,0,0,1
Windows access management,1,0,0,1
Windows administration - MS SQL,1,0,0,1
Windows and Linux access controls and administration,1,0,0,1
Windows and Linux server environments,1,0,0,1
ELK / Prometheus / Icinga / Jaeger / Grafana,1,0,0,1
ELK / Prometheus / Icinga / Jaeger / Grafana: Advanced,1,0,0,1
ELK a pod.),1,0,0,1
Windows servermi,1,0,0,1
ELK stack (Elasticsearch,1,0,0,1
Windows servers (AD,1,0,0,1
Windows-Clients,0,0,1,1
Windows-alapú workloadok automatizálása,0,1,0,1
Windows/Linux,1,0,0,1
Windsurf or other AI assistants,0,1,0,1
Winforms,1,0,0,1
ELK/EFK,1,0,0,1
ELK/EFK stack,0,1,0,1
ELK/OpenSearch,1,0,0,1
Wireshark: None,1,0,0,1
WithSecure MDR,1,0,0,1
Witness Horizon,1,0,0,1
Wix,1,0,0,1
Wizard Suite tech stack: Java 8+,1,0,0,1
Wonderware,0,0,1,1
ELK/Prometheus/Icinga/Jaeger/Grafana,1,0,0,1
Woocommerce,1,0,0,1
Word and Excel,1,0,0,1
Word and PowerPoint),1,0,0,1
Word etc.),0,1,0,1
ELT,1,0,0,1
EMC DD2200 / DD3300,1,0,0,1
WordPress CMS,0,1,0,1
WordPress/WooCommerce,1,0,0,1
Wordfence,1,0,0,1
EMR,0,1,0,1
Workato,0,1,0,1
Workbench,0,1,0,1
ENTERPRISE ARCHITECT AGILIS,0,1,0,1
Workday Adaptive,0,1,0,1
Workday HCM system,1,0,0,1
Workday Orchestrate,1,0,0,1
Workday Reporting,1,0,0,1
ENTERPRISE ARCHITECT C,0,1,0,1
Workflows,1,0,0,1
Workfront,1,0,0,1
EPLAN Plattform,0,0,1,1
Workspaces,1,0,0,1
EPM data platform,0,1,0,1
X-Ray,0,1,0,1
ERP (Microsoft Dynamics 365),0,1,0,1
XCTest,0,1,0,1
ERP AGILIS,0,1,0,1
ERP SAP,0,1,0,1
XDR,1,0,0,1
XDR/NDR,1,0,0,1
XEN,1,0,0,1
ERP modulom CO,1,0,0,1
XGS-PON,0,1,0,1
ERP system Dynamics NAV (Business Central),1,0,0,1
ERP systém QI,1,0,0,1
ERP systém STEP software,1,0,0,1
XML tools (PSPad,1,0,0,1
ERP systémy,1,0,0,1
XML-basierte Redaktionssysteme,0,0,1,1
XML/API integrácii,1,0,0,1
ERP),1,0,0,1
XMLSpy,1,0,0,1
XPA (Magic) alkalmazásfejlesztő eszköz,0,1,0,1
XPO,1,0,0,1
XRAY,1,0,0,1
ERP-System,0,0,1,1
ERP-rendszerek,0,0,1,1
XSLT,1,0,0,1
ERP/MES systems,1,0,0,1
XcodeGen for project generation,0,0,1,1
Xilinx ARM cortex SoC,0,1,0,1
Xilinx Vivado,1,0,0,1
ERPs,0,1,0,1
ES6,0,1,0,1
Yarn workspace,1,0,0,1
Yealink,1,0,0,1
Yeti,1,0,0,1
Yii,0,1,0,1
Yoast SEO,1,0,0,1
Yoast Schema.org,1,0,0,1
ESET Endpoint,1,0,0,1
Yocto project,0,1,0,1
YubiKey,1,0,0,1
ZABBIX system,1,0,0,1
ESET MSP,1,0,0,1
ESET Server,1,0,0,1
Zabbisx,1,0,0,1
ESET XDR tools,1,0,0,1
Zabbix monitoring,1,0,0,1
Zabbix/PRTG/SNMP/Syslog,1,0,0,1
Zabbix…,1,0,0,1
Zalohovanie - Veeam B&R,1,0,0,1
ESLint/Prettier,1,0,0,1
ESP,1,0,0,1
Zend,0,1,0,1
ESP32,1,0,0,1
ESPNET,0,1,0,1
ETL orchestration tools (e.g.,0,1,0,1
ETL processes,1,0,0,1
ZeroMQ,0,1,0,1
Zio,1,0,0,1
Zod,1,0,0,1
Zoom,1,0,0,1
ETL tool,0,1,0,1
ETL- und Reporting-Tools basierend auf MS BI Stack 2019,0,0,1,1
Zustand/Redux,1,0,0,1
Zyxel,1,0,0,1
Zálohovanie,1,0,0,1
a iné),1,0,0,1
access rules,1,0,0,1
actix-web,0,1,0,1
agent frameworks,0,1,0,1
ahrefs,1,0,0,1
and EDR tools,1,0,0,1
