job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,job_title,location,salary_range,work_schedule,responsibilities,requirements,benefits,contact,salary,application_link,company_name,job_description
1861973,Team Lead - Solution Architect (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/team-lead-solution-architect-m-w-d-1861973,2026-03-16,2026-03-25,True,,,,Bachelor,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861724,SAP ABAP fejlesztő (logisztika),Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-abap-fejleszto-logisztika-1861724,2026-03-16,2026-03-25,True,Debrecen,,English: B2,,ABAP (classic or OO),"SAP EWM, SAP WM, SAP LE, SAP TM, S/4 HANA",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1861804,"IT-SYSTEMADMINISTRATOR, SCHWERPUNKT SECURITY (M/W/D)",Laendle,https://www.cvonline.hu/hu/allas/it-systemadministrator-schwerpunkt-security-m-w-d-1861804,2026-03-16,2026-03-25,True,,,,Bachelor,,,,Full-time,1-3 years,,,,,,,,,,,,
1861714,SAP Software Engineer,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-software-engineer-1861714,2026-03-16,2026-03-25,True,Debrecen,,English: B2,Bachelor,ABAP,"SAP S/4 HANA EWM, SAP S/4 HANA WM, SAP LE (Logistics Execution), SAP TM (Transportation Management), Kafka, Jira, Confluence",,Full-time,3-5 years,,,,,,,,,,,,
1861699,SAP ABAP Developer (Logistics),Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-abap-developer-logistics-1861699,2026-03-16,2026-03-25,True,Hajdú-Bihar megye,,English: B2,,ABAP (classic and/or OO),"SAP EWM, SAP WM, SAP LE, SAP TM, S/4 HANA, BAPIs, BADIs, User-Exits, Enhancements",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1861870,IT vezető,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/it-vezeto-1861870,2026-03-16,2026-03-17,False,,,English: B1,,,,,Full-time,5+ years,,,,,,,,,,,,
1861780,IT mérnök,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/it-mernok-1861780,2026-03-16,2026-03-25,True,Miskolc,,"Magyar: Magas, Angol: Magas",Felsőfokú informatikai végzettség,,"Hálózati ismeretek (TCP/IP, LAN/WAN, VPN, tűzfalak), Operációs rendszerek (Windows Server), Virtualizáció (VMware), Cloud platformok (Azure, AWS), Szerverek és storage rendszerek (konfigurálás, karbantartás), IT biztonság (hozzáférés-kezelés, titkosítás, audit), Scripting és automatizálás (PowerShell)",On-site,Full-time,3-5 years,,,,,,,,,,,,
1861758,SAP Logistics Application Expert (EWM/WM/LE/TM),Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-logistics-application-expert-ewm-wm-le-tm-1861758,2026-03-16,2026-03-25,True,Debrecen,,English: B2,,ABAP,"SAP S/4HANA, EWM, WM, LE, TM, ABAP",On-site,Full-time,3-5 years,,,,,,,,,,,,
1861759,SAP Logistics Application Expert (EWM/WM/LE/TM),Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-logistics-application-expert-ewm-wm-le-tm-1861759,2026-03-16,2026-03-25,True,Debrecen,,English: B2,Bachelor,ABAP,"SAP EWM, SAP WM, SAP LE, SAP TM, S/4HANA, Kafka, Jira, Confluence",,Full-time,3-5 years,,,,,,,,,,,,
1861805,Power BI Specialist (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/power-bi-specialist-m-w-d-1861805,2026-03-16,2026-03-25,True,,,"German: C1, English: B2",,"Power BI, SQL","Power BI, Microsoft Azure Cloud",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861819,Diákmunka - Informatikai rendszertámogató gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-informatikai-rendszertamogato-gyakornok-1861819,2026-03-16,2026-03-25,True,,,English: A2,High School with Diploma,,"Zabbix, M365, Google Workspace",,Full-time,0-1 years,,,,,,,,,,,,
1861715,SAP Szoftvermérnök,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-szoftvermernok-1861715,2026-03-16,2026-03-25,True,,,English: C1,,,"SAP S/4HANA, EWM (Extended Warehouse Management), SAP ERP WM, SAP LE, SAP TM, Jira, Confluence, Kafka",,Full-time,1-3 years,,,,,,,,,,,,
1863665,Beszerzési és Közbeszerzési gyakornok,MFB Magyar Fejlesztési Bank Zrt.,https://www.cvonline.hu/hu/lite/allas/beszerzesi-es-kozbeszerzesi-gyakornok-1863665,2026-03-17,2026-03-25,True,,,,Bachelor,,Excel,On-site with home office,Short-term,0-1 years,,,,,,,,,,,,
1863573,IT Service Management Consultant (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-service-management-consultant-m-w-d-1863573,2026-03-17,2026-03-25,True,,,"German: C1, English: B2",,,,,Full-time,5+ years,,,,,,,,,,,,
1863463,IT specialista,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/it-specialista-1863463,2026-03-17,2026-03-25,True,,,"English: B2, German: B2",,,Microsoft Dynamics 365 Finance and Operations,Hybrid,Full-time,1-3 years,,,,,,,,,,,,
1863385,Application Engineer Intern – JavaScript,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/application-engineer-intern-javascript-1863385,2026-03-17,2026-03-25,True,,,English: B2,Bachelor,JavaScript,,Home-Office,Short-term,,,,,,,,,,,,,
1853009,Core Rendszerek Tervező Csoportvezető,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/core-rendszerek-tervezo-csoportvezeto-1853009,2026-03-17,2026-03-25,True,Budapest,,English: B2,Bachelor,,"Enterprise Architect, EA, SAMU",On-site,Full-time,3-5 years,,,,,,,,,,,,
1853032,Rendszerszervező,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/rendszerszervezo-1853032,2026-03-17,2026-03-25,True,Budapest,,English: B1,Bachelor,,,On-site,Full-time,3-5 years,,,,,,,,,,,,
1863365,Szoftverfejlesztő gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/szoftverfejleszto-gyakornok-1863365,2026-03-17,2026-03-25,True,,Br. 2400 Ft/óra,,Folyamatban lévő egyetemi vagy főiskolai tanulmányok aktív vagy passzív nappali tagozaton,"C#, .Net, MS SQL, ASP.Net, SQL",,Rugalmas időbeosztás,"Szakmai fejlődés, Karrierépítési lehetőség a cégnél",,,,,,,,,,,,,
1863401,Polish Speaking Sales Support Intern,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/polish-speaking-sales-support-intern-1863401,2026-03-17,2026-03-25,True,,2500 Ft/hour in gross,"English: C1, Plosh: Advanced",Bachelor,,"MS Office applications (Excel, Word, PowerPoint, Outlook)",Hybrid,Short-term,0-1 years,,,,,,,,,,,,
1863374,German Speaking Sales Support Intern,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/german-speaking-sales-support-intern-1863374,2026-03-17,2026-03-25,True,,2500 Ft/hour in gross,"English: C1, German: C1",Active or passive student status with at least one completed academic year,,"MS Office applications (Excel, Word, PowerPoint, Outlook)",Hybrid,Short-term,,,,,,,,,,,,,
1863157,IT biztonsági szakértő (SIEM),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-biztonsagi-szakerto-siem-1863157,2026-03-17,2026-03-25,True,,Not specified,English: B2,,,"SIEM, SDLC",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1862823,Senior rendszermérnök (IT tervezési rendszermérnök),Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/senior-rendszermernok-it-tervezesi-rendszermernok-1862823,2026-03-17,2026-03-25,True,Budapest,,English: B2,,,,,Full-time,5+ years,,,,,,,,,,,,
1862972,Szoftvertesztelő,Starjobs Magyarország,https://www.cvonline.hu/hu/allas/szoftvertesztelo-1862972,2026-03-17,2026-03-25,True,,,English: B2,"Bachelor, Master",C#,"VisualStudio, GitHub, JIRA, Polarion",,Full-time,3-5 years,,,,,,,,,,,,
1863376,Műszaki értékesítő,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/muszaki-ertekesito-1863376,2026-03-17,2026-03-20,False,,,,High School with Diploma,,,On-site,Short-term,0-1 years,,,,,,,,,,,,
1863158,IT biztonsági szakértő,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-biztonsagi-szakerto-1863158,2026-03-17,2026-03-25,True,Budapest,,English: B2,Bachelor,,"Microsoft, Linux, Oracle, MySQL, Excel, PowerPoint",Hybrid,Full-time,1-3 years,,,,,,,,,,,,
1862753,IT Üzleti elemző,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/it-uzleti-elemzo-1862753,2026-03-17,2026-03-25,True,Budapest,,English: B2,Bachelor,,"MS Visio, BPMN 2.0, UML, Power BI, Confluence, SharePoint, JIRA, MS Project",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1863468,Network Monitoring Systems Platform Engineer,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/network-monitoring-systems-platform-engineer-1863468,2026-03-17,2026-03-25,True,,,English: C1,,,OSS/infrastructure management tools,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1863395,Cybersecurity gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/cybersecurity-gyakornok-1863395,2026-03-17,2026-03-25,True,,2332 Ft/óra brutto,English: B1,Bachelor,,MS Office,Hybrid,Full-time,0-1 years,,,,,,,,,,,,
1863162,CoreMedia Developer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/coremedia-developer-1863162,2026-03-17,2026-03-25,True,,,English: B2,Bachelor,"Java, JavaScript, HTML, CSS, Spring Boot","CoreMedia Content Management System, Docker, Kubernetes, Azure DevOps, Grafana, MongoDB",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1863384,Application Engineer Intern – Java,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/application-engineer-intern-java-1863384,2026-03-17,2026-03-25,True,,,English: B2,Bachelor,Java,,Home-Office,Short-term,,,,,,,,,,,,,
1863383,Adatközpont operátor gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/adatkozpont-operator-gyakornok-1863383,2026-03-17,2026-03-25,True,,,English: B1,,,Windows alapú rendszerek (Office programok),On-site,Full-time,0-1 years,,,,,,,,,,,,
1863366,Manuális tesztelő gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/manualis-tesztelo-gyakornok-1863366,2026-03-17,2026-03-25,True,,2400 Ft/óra,,Folyamatban lévő egyetemi vagy főiskolai tanulmányok aktív vagy passzív nappali tagozat,,,,Short-term,,,,,,,,,,,,,
1863159,Power Platform Consultant,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/power-platform-consultant-1863159,2026-03-17,2026-03-25,True,,,,,,"Microsoft Power Platform, Power Apps, Power Automate, Copilot Studio",,Full-time,3-5 years,,,,,,,,,,,,
1863412,Salesforce Data Quality Intern,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/salesforce-data-quality-intern-1863412,2026-03-17,2026-03-25,True,Budapest,,English: B2,,,Excel,Hybrid,Full-time,0-1 years,,,,,,,,,,,,
1863386,Application Engineer Intern – Python,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/application-engineer-intern-python-1863386,2026-03-17,2026-03-25,True,,,English: B2,Bachelor,Python,"Snowflake, Spark, Storm, Solr",Home-Office,Short-term,,,,,,,,,,,,,
1863379,IT területen kisegítő diák,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/it-teruleten-kisegito-diak-1863379,2026-03-17,2026-03-25,True,,1856 Ft/óra,,Alapfokú számítógépes ismeretek,,,,Short-term,0-1 years,,,,,,,,,,,,
1862941,Holland nyelvű ügyfélszolgálati munkatárs,HSA Kft.,https://www.cvonline.hu/hu/allas/holland-nyelvu-ugyfelszolgalati-munkatars-1862941,2026-03-17,2026-03-25,True,Budapest,,"Holland: C1, English: B2",,,MS Office,On-site,Full-time,3-5 years,,,,,,,,,,,,
1862940,Dutch Speaking Customer Service Specialist,HSA Kft.,https://www.cvonline.hu/hu/allas/dutch-speaking-customer-service-specialist-1862940,2026-03-17,2026-03-25,True,"Budapest, District XI",,"Dutch: C1, English: B2",Higher education degree,,MS Office,On-site,Full-time,3-5 years,,,,,,,,,,,,
1862699,Pályavasúti szakértő,MÁV Pályaműködtetési Zrt.,https://www.cvonline.hu/hu/allas/palyavasuti-szakerto-1862699,2026-03-17,2026-03-25,True,Budapest,,,Bachelor,,SAP PM modul,,Full-time,3-5 years,,,,,,,,,,,,
1862817,SAP DevOps témavezető szakértő (SAP modulgazda),Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/sap-devops-temavezeto-szakerto-sap-modulgazda-1862817,2026-03-17,2026-03-25,True,Budapest,,English: B1,,,"SAP DevOps, SAP logisztikai modulok (MM, SD)",On-site,Full-time,3-5 years,,,,,,,,,,,,
1862546,Solution Architect Specialist,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/solution-architect-specialist-1862546,2026-03-17,2026-03-25,True,,,,,,,Hybrid,Full-time,5+ years,,,,,,,,,,,,
1864884,MINŐSÉGBIZTOSÍTÁSI VILLAMOSMÉRNÖK GYAKORNOK - 9.KERÜLET (DIÁKMUNKA),Job Force Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/minosegbiztositasi-villamosmernok-gyakornok-9kerulet-diakmunka-1864884,2026-03-18,2026-03-25,True,,Br. 2200 Ft/óra,English: B1,,,,On-site,Full-time,0-1 years,,,,,,,,,,,,
1864350,IT-Anwenderbetreuer im Bereich Ausführende Logistik (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-anwenderbetreuer-im-bereich-ausfuhrende-logistik-m-w-d-1864350,2026-03-18,2026-03-25,True,,,"German: C1, English: B2",Bachelor,,,Home-Office,Full-time,0-1 years,,,,,,,,,,,,
1864352,IT-Inhouse Consultant Supply Chain Management / Materialdisposition (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-inhouse-consultant-supply-chain-management-materialdisposition-m-w-d-1864352,2026-03-18,2026-03-25,True,,,"German: C1, English: B2",,,"SAP ERP, SAP APO, SAP S/4HANA, IBP",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1864354,IT-Inhouse Consultant Order-To-Cash (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-inhouse-consultant-order-cash-m-w-d-1864354,2026-03-18,2026-03-25,True,,,"German: C1, English: B2",Bachelor,,"SAP SD, SAP TM, SAP APO, SAP IBP",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1864220,Pénzügyi és adatmenedzsment gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/penzugyi-es-adatmenedzsment-gyakornok-1864220,2026-03-18,2026-03-25,True,,3300 Ft gross/hour,English: B1,,,"MS Office, Excel, PowerQuery, PowerBI",Home-Office,Short-term,0-1 years,,,,,,,,,,,,
1864667,IT szakértő,MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/it-szakerto-1864667,2026-03-18,2026-03-25,True,Budapest,,English: B2,Bachelor,,"MS Windows operációs és irodai rendszerek, Android mobil operációs rendszer, MDM szoftver, AD tartományi környezet, SCCM szoftver, MS Office szoftvercsomag, MS Excel",,Full-time,3-5 years,,,,,,,,,,,,
1864256,IT Operátor,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/it-operator-1864256,2026-03-18,2026-03-25,True,,,English: B1,,,"Microsoft Word, Excel, PowerPoint",,Full-time,1-3 years,,,,,,,,,,,,
1864154,Szolgáltatásmenedzser (Bérszámfejtés tapasztalattal),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/szolgaltatasmenedzser-berszamfejtes-tapasztalattal-1864154,2026-03-18,2026-03-25,True,,,English: B2,,,Atlassian products,Home-Office,Short-term,3-5 years,,,,,,,,,,,,
1864286,"Web&ERP támogató konzulens (Web, Backend)",Hire-One Kft.,https://www.cvonline.hu/hu/allas/weberp-tamogato-konzulens-web-backend-1864286,2026-03-18,2026-03-25,True,,,English: B1,Bachelor,"HTML, CSS, JavaScript, .NET (C#)","REST API, SQL, Microsoft Dynamics 365",,Full-time,3-5 years,,,,,,,,,,,,
1864119,BUDAPEST - NUKLEÁRIS MÉRNÖK GYAKORNOK (DIÁKMUNKA),Job Force Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/budapest-nuklearis-mernok-gyakornok-diakmunka-1864119,2026-03-18,2026-03-25,True,,Br. 2500 Ft/óra,English: B1,Master,,,,,,,,,,,,,,,,,
1864351,IT-Inhouse Consulting Logistics Execution (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-inhouse-consulting-logistics-execution-m-w-d-1864351,2026-03-18,2026-03-25,True,,,"German: C1, English: B2",Bachelor,,SAP EWM,Home-Office,Full-time,0-1 years,,,,,,,,,,,,
1864337,"Customer Technology Advisor - Cloud 


(m/w/d)",Vienna,https://www.cvonline.hu/hu/allas/customer-technology-advisor-cloud-m-w-d-1864337,2026-03-18,2026-03-25,True,,110000 EUR brutto/year + 20% bonus,"German: C1, English: B2",,,,Home-Office,Full-time,5+ years,,,,,,,,,,,,
1864216,IT adminisztrátor,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/it-adminisztrator-1864216,2026-03-18,2026-03-25,True,,,"English: B1, Hungarian: Native",,,"Excel, MS Access",On-site,Full-time,0-1 years,,,,,,,,,,,,
1864353,IT-Inhouse Consultant Supply Chain Management / Produktionsplanung (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-inhouse-consultant-supply-chain-management-produktionsplanung-m-w-d-1864353,2026-03-18,2026-03-25,True,,,"German: C1, English: B2",Bachelor,SAP PP,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1864001,IT MUNKATÁRS,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-munkatars-1864001,2026-03-18,2026-03-25,True,"Budapest, III. kerület",,,,,"Windows, Office 365",Távoli,Full-time,1-3 years,,,,,,,,,,,,
1864223,Rendszergazda gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/rendszergazda-gyakornok-1864223,2026-03-18,2026-03-25,True,,,,,"Windows/Linux OP rendszer, Alapszintű hálózati ismeretek, Konténerizációs technológiák, AI eszközök használata",,,Full-time,1-3 years,,,,,,,,,,,,
1864158,Teszt technikus,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/teszt-technikus-1864158,2026-03-18,2026-03-25,True,Komárno,,English: B1,,,,,Full-time,3-5 years,,,,,,,,,,,,
1864074,IT - Infrastructure Support Engineer (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-infrastructure-support-engineer-m-w-d-1864074,2026-03-18,2026-03-25,True,,,,Bachelor,,Microsoft,,Full-time,3-5 years,,,,,,,,,,,,
1863789,Senior/Principal Software Engineer,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/senior-principal-software-engineer-1863789,2026-03-18,2026-03-25,True,,,English: B2,Bachelor,"C++, LabVIEW, VeriStand","LabVIEW FPGA, ADAS, HIL rendszerek, járműbusz architektúrák, Azure DevOps",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1863888,Logisztikai és E-szolgáltatások Üzemeltetési Osztályvezető,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/logisztikai-es-e-szolgaltatasok-uzemeltetesi-osztalyvezeto-1863888,2026-03-18,2026-03-18,False,Budapest,,,Bachelor,"Azure DevOps, OKD, Red Hat Openshift, Docker, Kubernetes",,On-site,Full-time,3-5 years,,,,,,,,,,,,
1866553,Product Owner / Project Manager für Microsoft Dynamics 365,Laendle,https://www.cvonline.hu/hu/allas/product-owner-project-manager-fur-microsoft-dynamics-365-1866553,2026-03-20,2026-03-25,True,,,,,,,,,,,,,,,,,,,,,
1866101,Fogtechnikai informatikus / CAD-CAM technikus,My HR Team Személyzeti Szolgáltató Kft.,https://www.cvonline.hu/hu/lite/allas/fogtechnikai-informatikus-cad-cam-technikus-1866101,2026-03-20,2026-03-25,True,Miskolc,,,High School with Diploma,,"Specialized computer-aided design and manufacturing programs, CAD-CAM technology machines",On-site,Full-time,0-1 years,,,,,,,,,,,,
1866573,Diákmunka - Business Intelligence Trainee,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-business-intelligence-trainee-1866573,2026-03-20,2026-03-25,True,Budapest,,"English: B2, Hungarian: Native speaker",Bachelor,"Python, R","Power BI, Tableau, Qlik",Hybrid,Full-time,,,,,,,,,,,,,
1866168,Alkalmazásfejlesztő,MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/alkalmazasfejleszto-1866168,2026-03-20,2026-03-20,False,Sopron,,,Bachelor,"Java, Spring Boot, React","Oracle SQL, SQL Developer, IntelliJ IDEA, Git (GitLab)",Hybrid,Half-time,1-3 years,,,,,,,,,,,,
1866554,Data Platform Engineer (m/w/d)*,Laendle,https://www.cvonline.hu/hu/allas/data-platform-engineer-m-w-d-1866554,2026-03-20,2026-03-25,True,Knellesegg,,,,"Power BI, SQL","Power BI (Service, Desktop, Gateway-Betrieb), Microsoft Fabric, Denodo",,Full-time,5+ years,,,,,,,,,,,,
1865793,C++  Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/c-developer-1865793,2026-03-20,2026-03-25,True,,,English: B2,Bachelor,"C++, Python","Git, Version control systems",,Full-time,3-5 years,,,,,,,,,,,,
1865791,Project Manager (Data & Agile),HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/project-manager-data-agile-1865791,2026-03-20,2026-03-25,True,,,English: B2,Bachelor,Python,Excel,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1865806,Software Solution Architect,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/software-solution-architect-1865806,2026-03-20,2026-03-25,True,,Competitive salary and various benefits,English: B2,,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1865920,Leiter:in Handelssysteme,Laendle,https://www.cvonline.hu/hu/allas/leiterin-handelssysteme-1865920,2026-03-20,2026-03-25,True,,,,,,,,,5+ years,,,,,,,,,,,,
1865807,"Data Analyst (SQL, Power BI)",HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/data-analyst-sql-power-bi-1865807,2026-03-20,2026-03-25,True,Budapest,,English: B2,,"SQL, Power BI","Spotfire, PowerBI",Home-Office,Full-time,1-3 years,,,,,,,,,,,,
1865912,"Account Delivery Manager (m,w,d)",Vienna,https://www.cvonline.hu/hu/allas/account-delivery-manager-mwd-1865912,2026-03-20,2026-03-25,True,,,German: Native,"Bachelor, Master",,,Home-Office,Full-time,5+ years,,,,,,,,,,,,
1865323,IT Operátor_Kecskemét,A-Credit 2000 Tanácsadó és Szolgáltató Kft.,https://www.cvonline.hu/hu/allas/it-operator-kecskemet-1865323,2026-03-20,2026-03-25,True,Kecskemét,,English: B2,,,"VMware, Veeam, PowerBi, ManageEngine",,Full-time,3-5 years,,,,,,,,,,,,
1865676,Diákmunka - C++ Developer Trainee SINUMERIK HMI,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-c-developer-trainee-sinumerik-hmi-1865676,2026-03-20,2026-03-23,False,Budapest,,"English: B2, German: A1",Bachelor,"C, C++","Qt, Python",Home-Office,Full-time,5+ years,,,,,,,,,,,,
1865577,SENIOR SAP FUNCTIONAL SUPPORT EXPERT (WM / SD-EDI),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/senior-sap-functional-support-expert-wm-sd-edi-1865577,2026-03-20,2026-03-25,True,Siófok,,English: B2,,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1865675,Diákmunka - MES fejlesztő gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-mes-fejleszto-gyakornok-1865675,2026-03-20,2026-03-25,True,Budapest,,"English: B2, German: B2",Bachelor,JavaScript,,On-site with home office,Full-time,1-3 years,,,,,,,,,,,,
1865430,IT HD szakértő,MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/it-hd-szakerto-1865430,2026-03-20,2026-03-25,True,Záhony,,,szakirányú felsőfokú állami iskolai végzettség,,"[Office alkalmazások, Active Directory, szerver konzolalkalmazások, távmenedzselő eszközök, ügyfélszolgálati rendszerek]",On-site,Full-time,1-3 years,,,,,,,,,,,,
1865740,Aladdin Financial Engineering Intern,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/aladdin-financial-engineering-intern-1865740,2026-03-20,2026-03-25,True,,,English: B2,Bachelor,"Python, C++","Outlook, Word, Snowflake, Spark, Storm, Solr",Hybrid,Short-term,,,,,,,,,,,,,
1865160,Data Engineer Metering Operations,Laendle,https://www.cvonline.hu/hu/allas/data-engineer-metering-operations-1865160,2026-03-20,2026-03-25,True,,,,,"Python, SQL",Modern Analytics Tools,,Full-time,3-5 years,,,,,,,,,,,,
1865429,IT HD szakértő,MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/it-hd-szakerto-1865429,2026-03-20,2026-03-25,True,Budapest,,,szakirányú felsőfokú állami iskolai végzettség,,"[Office alkalmazások, Active Directory, szerver konzolalkalmazások, távmenedzselő eszközök, ügyfélszolgálati rendszerek]",On-site,Full-time,1-3 years,,,,,,,,,,,,
1865004,"Web&ERP támogató konzulens (Web, Backend)",Hire-One Kft.,https://www.cvonline.hu/hu/allas/weberp-tamogato-konzulens-web-backend-1865004,2026-03-20,2026-03-25,True,,,English: B1,Bachelor,"HTML, CSS, JavaScript, .NET (C#)","REST API, SQL, Microsoft Dynamics 365",,Full-time,3-5 years,,,,,,,,,,,,
1865056,Senior Consultant SAP S/4 Hana Finance,Vienna,https://www.cvonline.hu/hu/allas/senior-consultant-sap-s-4-hana-finance-1865056,2026-03-20,2026-03-25,True,,"€55,200 gross annually, plus performance-based bonuses","German: Fluent, English: Proficient",,,SAP S/4HANA,Hybrid,Full-time,5+ years,,,,,,,,,,,,
1865060,Businesskundenbetreuer in der Telekommunikation (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/businesskundenbetreuer-der-telekommunikation-m-w-d-1865060,2026-03-20,2026-03-25,True,,"2124,00 brutto pro Monat plus fixen Provisionsanteil von € 400,00",Deutsch: C1,Bachelor,,Fundierte EDV-Kenntnisse,On-site,Full-time,0-1 years,,,,,,,,,,,,
1864941,Termelést támogató gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/termelest-tamogato-gyakornok-1864941,2026-03-20,2026-03-25,True,,2050 Ft/óra,"English: B1, Hungarian: Native",,,"Excel, PowerPoint, Sharepoint, Lists, Power Automate",On-site,Short-term,0-1 years,,,,,,,,,,,,
1864988,Sales Data Analyst,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/sales-data-analyst-1864988,2026-03-20,2026-03-25,True,,,English: B2,,"Power BI, Tableau, SAP Analytics Cloud",Excel,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1867150,Senior Scrum Master (German speaking),HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-scrum-master-german-speaking-1867150,2026-03-22,2026-03-22,False,,,"German: C1, English: B2",,,"Jira, Confluence",,Full-time,5+ years,,,,,,,,,,,,
1867061,Entwicklungsingenieur für Assistenz- & Automatisierungssysteme (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/entwicklungsingenieur-fur-assistenz-automatisierungssysteme-m-w-d-1867061,2026-03-22,2026-03-25,True,,,"English: B2, German: Native",,"Python, C++",,Hybrid,Full-time,5+ years,,,,,,,,,,,,
